
--- CSV DUMP START ---
time_s,dt_s,gx_deg_s,gy_deg_s,gz_deg_s,omega_roll_deg_s,roll_gyro_deg
3.861000,0.008000,1.831055,2.685547,1.770020,1.831055,6.887091
3.870000,0.009000,1.831055,2.624512,1.831055,1.831055,6.903570
3.878000,0.008000,1.831055,2.746582,1.647949,1.831055,6.918219
3.886000,0.008000,1.892090,2.746582,1.708984,1.892090,6.933355
3.895000,0.009000,1.770020,2.807617,1.647949,1.770020,6.949286
3.903000,0.008000,1.770020,2.685547,1.586914,1.770020,6.963446
3.912000,0.009000,1.831055,2.624512,1.892090,1.831055,6.979925
3.920000,0.008000,1.831055,2.685547,1.708984,1.831055,6.994574
3.929000,0.009000,1.831055,2.685547,1.647949,1.831055,7.011053
3.937000,0.008000,1.953125,2.746582,1.708984,1.953125,7.026678
3.946000,0.009000,1.770020,2.563477,1.647949,1.770020,7.042608
3.954000,0.008000,1.770020,2.746582,1.647949,1.770020,7.056768
4.073000,0.119028,1.892090,2.807617,1.708984,1.892090,7.281980
4.081000,0.007972,1.953125,2.685547,1.647949,1.953125,7.297550
4.089000,0.008000,1.770020,2.807617,1.647949,1.770020,7.311710
4.098000,0.009000,1.831055,2.624512,1.586914,1.831055,7.328190
4.106000,0.008000,1.831055,2.746582,1.708984,1.831055,7.342838
4.115000,0.009000,1.892090,2.807617,1.647949,1.892090,7.359867
4.123000,0.008000,1.892090,2.685547,1.647949,1.892090,7.375004
4.132000,0.009000,1.892090,2.563477,1.770020,1.892090,7.392033
4.140000,0.008000,1.892090,2.624512,1.708984,1.892090,7.407169
4.149000,0.009000,1.831055,2.807617,1.647949,1.831055,7.423649
4.157000,0.008000,1.770020,2.746582,1.647949,1.770020,7.437809
4.166000,0.009000,1.831055,2.685547,1.647949,1.831055,7.454288
4.174000,0.008000,1.831055,2.807617,1.586914,1.831055,7.468937
4.182000,0.008000,1.831055,2.868652,1.647949,1.831055,7.483585
4.191000,0.009000,1.831055,2.868652,1.831055,1.831055,7.500065
4.199000,0.008000,1.892090,2.807617,1.770020,1.892090,7.515202
4.208000,0.009000,1.892090,2.685547,1.708984,1.892090,7.532230
4.216000,0.008000,1.831055,2.685547,1.770020,1.831055,7.546879
4.225000,0.009000,1.831055,2.807617,1.708984,1.831055,7.563358
4.233000,0.008000,1.892090,2.746582,1.586914,1.892090,7.578495
4.242000,0.009000,1.770020,2.685547,1.647949,1.770020,7.594425
4.250000,0.008000,1.647949,2.746582,1.586914,1.647949,7.607609
4.259000,0.009000,1.708984,2.685547,1.708984,1.708984,7.622990
4.267000,0.008000,1.831055,2.685547,1.708984,1.831055,7.637638
4.275000,0.008000,1.708984,2.868652,1.586914,1.708984,7.651310
4.284000,0.009000,1.770020,2.868652,1.586914,1.770020,7.667240
4.292000,0.008000,1.892090,2.868652,1.647949,1.892090,7.682377
4.301000,0.009000,1.831055,2.807617,1.647949,1.831055,7.698856
4.309000,0.008000,1.831055,2.624512,1.770020,1.831055,7.713505
4.318000,0.009000,1.831055,2.563477,1.647949,1.831055,7.729984
4.326000,0.008000,1.953125,2.807617,1.586914,1.953125,7.745609
4.335000,0.009000,1.831055,2.746582,1.647949,1.831055,7.762089
4.343000,0.008000,1.770020,2.624512,1.647949,1.770020,7.776249
4.352000,0.009000,1.831055,2.624512,1.647949,1.831055,7.792728
4.360000,0.008000,1.892090,2.624512,1.708984,1.892090,7.807865
4.368000,0.008000,1.892090,2.624512,1.647949,1.892090,7.823002
4.377000,0.009000,1.770020,2.563477,1.586914,1.770020,7.838932
4.385000,0.008000,1.770020,2.746582,1.708984,1.770020,7.853092
4.394000,0.009000,1.770020,2.685547,1.770020,1.770020,7.869022
4.402000,0.008000,1.708984,2.807617,1.647949,1.708984,7.882694
4.411000,0.009000,1.770020,2.685547,1.770020,1.770020,7.898624
4.419000,0.008000,1.708984,2.807617,1.708984,1.708984,7.912296
4.428000,0.009000,1.770020,2.746582,1.647949,1.770020,7.928226
4.436000,0.008000,1.831055,2.563477,1.647949,1.831055,7.942875
4.445000,0.009000,1.708984,2.563477,1.525879,1.708984,7.958256
4.453000,0.008000,1.831055,2.624512,1.586914,1.831055,7.972904
4.461000,0.008000,1.770020,2.502441,1.770020,1.770020,7.987064
4.470000,0.009000,1.708984,2.624512,1.708984,1.708984,8.002445
4.478000,0.008000,1.892090,2.685547,1.708984,1.892090,8.017582
4.487000,0.009000,1.831055,2.685547,1.708984,1.831055,8.034061
4.608000,0.121029,1.708984,2.624512,1.586914,1.708984,8.240898
4.615000,0.006975,1.708984,2.746582,1.586914,1.708984,8.252818
4.622000,0.006996,1.770020,2.685547,1.831055,1.770020,8.265202
4.631000,0.009000,1.770020,2.624512,1.647949,1.770020,8.281132
4.639000,0.008000,1.831055,2.746582,1.708984,1.831055,8.295780
4.647000,0.008000,1.770020,2.685547,1.708984,1.770020,8.309940
4.656000,0.009000,1.831055,2.624512,1.647949,1.831055,8.326420
4.664000,0.008000,1.770020,2.807617,1.647949,1.770020,8.340580
4.673000,0.009000,1.770020,2.746582,1.647949,1.770020,8.356510
4.681000,0.008000,1.770020,2.563477,1.708984,1.770020,8.370670
4.690000,0.009000,1.770020,2.624512,1.647949,1.770020,8.386600
4.698000,0.008000,1.770020,2.563477,1.525879,1.770020,8.400761
4.707000,0.009000,1.708984,2.685547,1.464844,1.708984,8.416142
4.715000,0.008000,1.831055,2.685547,1.647949,1.831055,8.430790
4.724000,0.009000,1.708984,2.502441,1.647949,1.708984,8.446171
4.732000,0.008000,1.770020,2.624512,1.586914,1.770020,8.460331
4.741000,0.009000,1.708984,2.685547,1.647949,1.708984,8.475712
4.749000,0.008000,1.647949,2.563477,1.708984,1.647949,8.488895
4.757000,0.008000,1.770020,2.624512,1.586914,1.770020,8.503056
4.766000,0.009000,1.770020,2.685547,1.647949,1.770020,8.518986
4.774000,0.008000,1.831055,2.746582,1.647949,1.831055,8.533634
4.783000,0.009000,1.770020,2.746582,1.647949,1.770020,8.549564
4.791000,0.008000,1.892090,2.746582,1.708984,1.892090,8.564701
4.800000,0.009000,1.892090,2.746582,1.770020,1.892090,8.581730
4.808000,0.008000,1.953125,2.868652,1.770020,1.953125,8.597355
4.817000,0.009000,1.831055,2.807617,1.586914,1.831055,8.613834
4.825000,0.008000,1.831055,2.868652,1.708984,1.831055,8.628483
4.834000,0.009000,1.647949,2.746582,1.770020,1.647949,8.643314
4.842000,0.008000,1.708984,2.685547,1.647949,1.708984,8.656986
4.850000,0.008000,1.647949,2.807617,1.647949,1.647949,8.670170
4.859000,0.009000,1.770020,2.746582,1.708984,1.770020,8.686100
4.867000,0.008000,1.831055,2.807617,1.708984,1.831055,8.700748
4.876000,0.009000,1.708984,2.746582,1.708984,1.708984,8.716129
4.884000,0.008000,1.647949,2.685547,1.708984,1.647949,8.729313
4.893000,0.009000,1.770020,2.563477,1.770020,1.770020,8.745243
4.901000,0.008000,1.831055,2.624512,1.586914,1.831055,8.759892
4.910000,0.009000,1.770020,2.746582,1.586914,1.770020,8.775822
4.918000,0.008000,1.770020,2.807617,1.770020,1.770020,8.789982
4.927000,0.009000,1.892090,2.746582,1.708984,1.892090,8.807011
4.935000,0.008000,1.770020,2.624512,1.586914,1.770020,8.821171
4.943000,0.008000,1.831055,2.868652,1.708984,1.831055,8.835819
4.952000,0.009000,1.831055,2.807617,1.586914,1.831055,8.852299
4.960000,0.008000,1.831055,2.685547,1.586914,1.831055,8.866947
4.969000,0.009000,1.770020,2.685547,1.586914,1.770020,8.882877
4.977000,0.008000,1.770020,2.746582,1.770020,1.770020,8.897038
4.986000,0.009000,1.892090,2.685547,1.708984,1.892090,8.914066
4.994000,0.008000,1.770020,2.624512,1.708984,1.770020,8.928226
5.003000,0.009000,1.708984,2.746582,1.586914,1.708984,8.943607
5.011000,0.008000,1.831055,2.624512,1.647949,1.831055,8.958256
5.020000,0.009000,1.831055,2.563477,1.708984,1.831055,8.974735
5.140000,0.120029,1.708984,2.685547,1.647949,1.708984,9.179863
5.147000,0.006975,1.770020,2.624512,1.586914,1.770020,9.192209
5.155000,0.007996,1.831055,2.807617,1.647949,1.831055,9.206850
5.163000,0.008000,1.770020,2.685547,1.647949,1.770020,9.221010
5.172000,0.009000,1.708984,2.685547,1.647949,1.708984,9.236391
5.180000,0.008000,1.770020,2.746582,1.770020,1.770020,9.250551
5.189000,0.009000,1.831055,2.807617,1.708984,1.831055,9.267031
5.197000,0.008000,1.770020,2.746582,1.770020,1.770020,9.281191
5.206000,0.009000,1.770020,2.807617,1.647949,1.770020,9.297121
5.214000,0.008000,1.770020,2.807617,1.708984,1.770020,9.311281
5.222000,0.008000,1.708984,2.807617,1.770020,1.708984,9.324953
5.231000,0.009000,1.708984,2.868652,1.831055,1.708984,9.340334
5.239000,0.008000,1.770020,2.746582,1.708984,1.770020,9.354494
5.248000,0.009000,1.831055,2.807617,1.708984,1.831055,9.370974
5.256000,0.008000,1.708984,2.807617,1.770020,1.708984,9.384645
5.265000,0.009000,1.892090,2.746582,1.708984,1.892090,9.401674
5.273000,0.008000,1.953125,2.746582,1.708984,1.953125,9.417299
5.282000,0.009000,1.892090,2.624512,1.770020,1.892090,9.434328
5.290000,0.008000,1.770020,2.624512,1.647949,1.770020,9.448488
5.299000,0.009000,1.708984,2.746582,1.770020,1.708984,9.463869
5.307000,0.008000,1.770020,2.807617,1.831055,1.770020,9.478029
5.316000,0.009000,1.770020,2.685547,1.708984,1.770020,9.493959
5.324000,0.008000,1.831055,2.624512,1.708984,1.831055,9.508608
5.332000,0.008000,1.831055,2.624512,1.647949,1.831055,9.523256
5.341000,0.009000,1.770020,2.746582,1.586914,1.770020,9.539186
5.349000,0.008000,1.770020,2.685547,1.586914,1.770020,9.553347
5.358000,0.009000,1.831055,2.868652,1.708984,1.831055,9.569826
5.366000,0.008000,1.770020,2.746582,1.586914,1.770020,9.583986
5.375000,0.009000,1.770020,2.746582,1.708984,1.770020,9.599916
5.383000,0.008000,1.770020,2.746582,1.708984,1.770020,9.614077
5.392000,0.009000,1.831055,2.746582,1.586914,1.831055,9.630556
5.400000,0.008000,1.708984,2.685547,1.770020,1.708984,9.644228
5.409000,0.009000,1.770020,2.807617,1.770020,1.770020,9.660158
5.417000,0.008000,1.770020,2.624512,1.525879,1.770020,9.674318
5.425000,0.008000,1.892090,2.746582,1.525879,1.892090,9.689455
5.434000,0.009000,1.831055,2.624512,1.647949,1.831055,9.705935
5.442000,0.008000,1.770020,2.624512,1.708984,1.770020,9.720095
5.451000,0.009000,1.770020,2.685547,1.708984,1.770020,9.736025
5.459000,0.008000,1.708984,2.624512,1.647949,1.708984,9.749697
5.468000,0.009000,1.770020,2.685547,1.525879,1.770020,9.765627
5.476000,0.008000,1.770020,2.624512,1.708984,1.770020,9.779787
5.485000,0.009000,1.770020,2.685547,1.525879,1.770020,9.795717
5.493000,0.008000,1.892090,2.685547,1.586914,1.892090,9.810854
5.502000,0.009000,1.831055,2.868652,1.647949,1.831055,9.827333
5.510000,0.008000,1.708984,2.685547,1.708984,1.708984,9.841005
5.518000,0.008000,1.708984,2.624512,1.647949,1.708984,9.854677
5.527000,0.009000,1.770020,2.563477,1.586914,1.770020,9.870607
5.535000,0.008000,1.770020,2.502441,1.525879,1.770020,9.884768
5.544000,0.009000,1.831055,2.685547,1.586914,1.831055,9.901247
5.552000,0.008000,1.770020,2.624512,1.708984,1.770020,9.915407
5.671000,0.119028,1.953125,2.624512,1.647949,1.953125,10.147883
5.679000,0.007972,1.831055,2.624512,1.647949,1.831055,10.162480
5.688000,0.009000,1.770020,2.685547,1.647949,1.770020,10.178411
5.696000,0.008000,1.892090,2.746582,1.708984,1.892090,10.193547
5.704000,0.008000,1.892090,2.807617,1.770020,1.892090,10.208684
5.713000,0.009000,1.770020,2.685547,1.708984,1.770020,10.224614
5.721000,0.008000,1.831055,2.746582,1.647949,1.831055,10.239263
5.730000,0.009000,1.831055,2.807617,1.525879,1.831055,10.255742
5.738000,0.008000,1.831055,2.807617,1.586914,1.831055,10.270391
5.747000,0.009000,1.770020,2.807617,1.708984,1.770020,10.286321
5.755000,0.008000,1.770020,2.624512,1.586914,1.770020,10.300481
5.764000,0.009000,1.892090,2.807617,1.708984,1.892090,10.317510
5.772000,0.008000,1.831055,2.685547,1.647949,1.831055,10.332158
5.781000,0.009000,1.708984,2.624512,1.586914,1.708984,10.347539
5.789001,0.008000,1.770020,2.807617,1.647949,1.770020,10.361699
5.797000,0.008000,1.770020,2.624512,1.770020,1.770020,10.375859
5.806000,0.009000,1.892090,2.807617,1.770020,1.892090,10.392888
5.814000,0.008000,1.831055,2.746582,1.647949,1.831055,10.407537
5.823000,0.009000,1.770020,2.685547,1.831055,1.770020,10.423467
5.831000,0.008000,1.831055,2.807617,1.708984,1.831055,10.438115
5.840000,0.009000,1.831055,2.746582,1.770020,1.831055,10.454595
5.848000,0.008000,1.770020,2.746582,1.892090,1.770020,10.468755
5.857000,0.009000,1.831055,2.746582,1.708984,1.831055,10.485234
5.865000,0.008000,1.708984,2.807617,1.708984,1.708984,10.498906
5.874000,0.009000,1.770020,2.868652,1.770020,1.770020,10.514836
5.882000,0.008000,1.708984,2.746582,1.708984,1.708984,10.528508
5.891000,0.009000,1.831055,2.868652,1.525879,1.831055,10.544988
5.899000,0.008000,1.831055,2.685547,1.647949,1.831055,10.559636
5.907000,0.008000,1.770020,2.685547,1.586914,1.770020,10.573796
5.916000,0.009000,1.953125,2.624512,1.586914,1.953125,10.591374
5.924000,0.008000,1.831055,2.868652,1.831055,1.831055,10.606023
5.933000,0.009000,1.953125,2.685547,1.831055,1.953125,10.623601
5.941000,0.008000,1.831055,2.807617,1.708984,1.831055,10.638249
5.950000,0.009000,1.831055,2.746582,1.708984,1.831055,10.654729
5.958000,0.008000,1.831055,2.807617,1.586914,1.831055,10.669377
5.967000,0.009000,1.770020,2.746582,1.586914,1.770020,10.685308
5.975000,0.008000,1.708984,2.685547,1.770020,1.708984,10.698979
5.984000,0.009000,1.892090,2.746582,1.770020,1.892090,10.716008
5.992000,0.008000,1.831055,2.563477,1.708984,1.831055,10.730657
6.000000,0.008000,1.770020,2.563477,1.770020,1.770020,10.744817
6.009000,0.009000,1.708984,2.746582,1.708984,1.708984,10.760198
6.017000,0.008000,1.708984,2.563477,1.586914,1.708984,10.773870
6.026000,0.009000,1.770020,2.685547,1.647949,1.770020,10.789800
6.034000,0.008000,1.708984,2.807617,1.708984,1.708984,10.803472
6.043000,0.009000,1.708984,2.868652,1.770020,1.708984,10.818852
6.051000,0.008000,1.770020,2.746582,1.708984,1.770020,10.833013
6.060000,0.009000,1.708984,2.624512,1.708984,1.708984,10.848393
6.068000,0.008000,1.892090,2.624512,1.525879,1.892090,10.863530
6.077000,0.009000,1.892090,2.685547,1.647949,1.892090,10.880559
6.085001,0.008000,1.708984,2.685547,1.708984,1.708984,10.894231
6.204000,0.119029,1.831055,2.624512,1.708984,1.831055,11.112180
6.212000,0.007971,1.831055,2.685547,1.708984,1.831055,11.126775
6.220000,0.008000,1.892090,2.746582,1.647949,1.892090,11.141912
6.229000,0.009000,1.892090,2.685547,1.708984,1.892090,11.158940
6.237000,0.008000,1.831055,2.685547,1.831055,1.831055,11.173589
6.246000,0.009000,1.770020,2.685547,1.708984,1.770020,11.189519
6.254000,0.008000,1.770020,2.746582,1.708984,1.770020,11.203679
6.263000,0.009000,1.831055,2.807617,1.647949,1.831055,11.220159
6.271000,0.008000,1.831055,2.746582,1.770020,1.831055,11.234807
6.279000,0.008000,1.831055,2.746582,1.708984,1.831055,11.249455
6.288000,0.009000,1.770020,2.746582,1.831055,1.770020,11.265386
6.296000,0.008000,1.770020,2.685547,1.831055,1.770020,11.279546
6.305000,0.009000,1.770020,2.685547,1.770020,1.770020,11.295476
6.313000,0.008000,1.831055,2.746582,1.770020,1.831055,11.310124
6.322001,0.009000,1.770020,2.746582,1.708984,1.770020,11.326055
6.330000,0.008000,1.831055,2.685547,1.708984,1.831055,11.340703
6.339000,0.009000,1.770020,2.868652,1.586914,1.770020,11.356633
6.347000,0.008000,1.831055,2.807617,1.647949,1.831055,11.371282
6.356000,0.009000,1.708984,2.746582,1.708984,1.708984,11.386662
6.364000,0.008000,1.708984,2.868652,1.525879,1.708984,11.400334
6.372000,0.008000,1.770020,2.807617,1.647949,1.770020,11.414495
6.381001,0.009000,1.831055,2.685547,1.525879,1.831055,11.430974
6.389000,0.008000,1.831055,2.746582,1.647949,1.831055,11.445622
6.398000,0.009000,1.892090,2.685547,1.586914,1.892090,11.462651
6.406000,0.008000,1.831055,2.624512,1.647949,1.831055,11.477300
6.415000,0.009000,1.708984,2.685547,1.525879,1.708984,11.492681
6.423000,0.008000,1.831055,2.746582,1.586914,1.831055,11.507329
6.432000,0.009000,1.770020,2.563477,1.525879,1.770020,11.523259
6.440001,0.008000,1.831055,2.685547,1.647949,1.831055,11.537908
6.449000,0.009000,1.770020,2.685547,1.647949,1.770020,11.553838
6.457000,0.008000,1.831055,2.563477,1.708984,1.831055,11.568486
6.466000,0.009000,1.892090,2.624512,1.647949,1.892090,11.585515
6.474000,0.008000,1.831055,2.685547,1.770020,1.831055,11.600163
6.482000,0.008000,1.770020,2.685547,1.647949,1.770020,11.614324
6.491000,0.009000,1.770020,2.685547,1.647949,1.770020,11.630254
6.499000,0.008000,1.770020,2.685547,1.647949,1.770020,11.644414
6.508000,0.009000,1.708984,2.746582,1.770020,1.708984,11.659795
6.516000,0.008000,1.831055,2.746582,1.708984,1.831055,11.674443
6.525000,0.009000,1.831055,2.807617,1.586914,1.831055,11.690923
6.533000,0.008000,1.708984,2.685547,1.708984,1.708984,11.704595
6.542000,0.009000,1.831055,2.807617,1.708984,1.831055,11.721074
6.550000,0.008000,1.770020,2.746582,1.708984,1.770020,11.735234
6.559000,0.009000,1.892090,2.624512,1.647949,1.892090,11.752263
6.567000,0.008000,1.647949,2.624512,1.647949,1.647949,11.765447
6.575000,0.008000,1.708984,2.563477,1.647949,1.708984,11.779119
6.584000,0.009000,1.831055,2.624512,1.586914,1.831055,11.795598
6.592000,0.008000,1.770020,2.685547,1.586914,1.770020,11.809758
6.601000,0.009000,1.892090,2.685547,1.525879,1.892090,11.826787
6.609000,0.008000,1.770020,2.746582,1.464844,1.770020,11.840947
6.618001,0.009000,1.892090,2.624512,1.647949,1.892090,11.857976
6.737000,0.119028,1.770020,2.868652,1.647949,1.770020,12.068658
6.745000,0.007972,1.831055,2.929688,1.770020,1.831055,12.083255
6.753000,0.008000,1.892090,2.807617,1.770020,1.892090,12.098392
6.761000,0.008000,1.831055,2.807617,1.892090,1.831055,12.113040
6.770000,0.009000,1.770020,2.685547,1.708984,1.770020,12.128970
6.778000,0.008000,1.831055,2.685547,1.708984,1.831055,12.143619
6.787000,0.009000,1.831055,2.746582,1.708984,1.831055,12.160098
6.795001,0.008000,1.770020,2.746582,1.892090,1.770020,12.174258
6.804000,0.009000,1.770020,2.685547,1.708984,1.770020,12.190188
6.812000,0.008000,1.770020,2.807617,1.770020,1.770020,12.204349
6.821000,0.009000,1.831055,2.929688,1.770020,1.831055,12.220828
6.829000,0.008000,1.892090,2.807617,1.770020,1.892090,12.235965
6.838000,0.009000,1.831055,2.746582,1.647949,1.831055,12.252444
6.846000,0.008000,1.831055,2.624512,1.770020,1.831055,12.267093
6.854000,0.008000,1.831055,2.685547,1.770020,1.831055,12.281741
6.863000,0.009000,1.831055,2.746582,1.647949,1.831055,12.298221
6.871000,0.008000,1.831055,2.807617,1.770020,1.831055,12.312869
6.880000,0.009000,1.831055,2.746582,1.770020,1.831055,12.329349
6.888000,0.008000,1.770020,2.624512,1.647949,1.770020,12.343509
6.897000,0.009000,1.892090,2.807617,1.647949,1.892090,12.360538
6.905000,0.008000,1.770020,2.746582,1.586914,1.770020,12.374698
6.914001,0.009000,1.831055,2.624512,1.586914,1.831055,12.391177
6.922000,0.008000,1.831055,2.624512,1.647949,1.831055,12.405826
6.931000,0.009000,1.770020,2.624512,1.770020,1.770020,12.421756
6.939000,0.008000,1.770020,2.746582,1.708984,1.770020,12.435916
6.947001,0.008000,1.892090,2.868652,1.708984,1.892090,12.451053
6.956000,0.009000,1.770020,2.807617,1.647949,1.770020,12.466983
6.964000,0.008000,1.770020,2.685547,1.647949,1.770020,12.481143
6.973001,0.009000,1.770020,2.807617,1.647949,1.770020,12.497073
6.981000,0.008000,1.953125,2.746582,1.525879,1.953125,12.512698
6.990000,0.009000,1.831055,2.868652,1.831055,1.831055,12.529178
6.998000,0.008000,1.831055,2.746582,1.831055,1.831055,12.543826
7.007000,0.009000,1.892090,2.685547,1.770020,1.892090,12.560855
7.015000,0.008000,1.831055,2.624512,1.647949,1.831055,12.575503
7.024000,0.009000,1.892090,2.929688,1.708984,1.892090,12.592532
7.032001,0.008000,1.831055,2.807617,1.770020,1.831055,12.607181
7.041000,0.009000,1.831055,2.746582,1.770020,1.831055,12.623660
7.049000,0.008000,1.892090,2.746582,1.708984,1.892090,12.638797
7.057000,0.008000,1.953125,2.807617,1.708984,1.953125,12.654422
7.066000,0.009000,1.831055,2.807617,1.708984,1.831055,12.670901
7.074000,0.008000,1.831055,2.807617,1.647949,1.831055,12.685550
7.083000,0.009000,1.831055,2.746582,1.708984,1.831055,12.702029
7.091001,0.008000,1.831055,2.807617,1.708984,1.831055,12.716678
7.100000,0.009000,1.770020,2.807617,1.831055,1.770020,12.732608
7.108000,0.008000,1.831055,2.868652,1.708984,1.831055,12.747256
7.117000,0.009000,1.831055,2.807617,1.647949,1.831055,12.763736
7.125000,0.008000,1.708984,2.807617,1.586914,1.708984,12.777408
7.134000,0.009000,1.831055,2.746582,1.586914,1.831055,12.793887
7.142000,0.008000,1.770020,2.807617,1.770020,1.770020,12.808047
7.150001,0.008000,1.831055,2.746582,1.647949,1.831055,12.822696
7.269001,0.119029,1.831055,2.746582,1.647949,1.831055,13.040645
7.277000,0.007971,1.770020,2.624512,1.647949,1.770020,13.054753
7.286000,0.009000,1.770020,2.624512,1.770020,1.770020,13.070683
7.294000,0.008000,1.770020,2.746582,1.708984,1.770020,13.084844
7.303000,0.009000,1.708984,2.685547,1.647949,1.708984,13.100224
7.311000,0.008000,1.770020,2.807617,1.586914,1.770020,13.114385
7.320000,0.009000,1.770020,2.807617,1.831055,1.770020,13.130315
7.328001,0.008000,1.708984,2.807617,1.770020,1.708984,13.143987
7.336000,0.008000,1.831055,2.746582,1.586914,1.831055,13.158635
7.345000,0.009000,1.770020,2.563477,1.525879,1.770020,13.174565
7.353000,0.008000,1.892090,2.563477,1.708984,1.892090,13.189702
7.362000,0.009000,1.892090,2.685547,1.586914,1.892090,13.206731
7.370000,0.008000,1.831055,2.624512,1.647949,1.831055,13.221379
7.379000,0.009000,1.831055,2.685547,1.647949,1.831055,13.237859
7.387001,0.008000,1.770020,2.929688,1.647949,1.770020,13.252019
7.396000,0.009000,1.770020,2.807617,1.708984,1.770020,13.267949
7.404000,0.008000,1.831055,2.868652,1.892090,1.831055,13.282598
7.413001,0.009000,1.831055,2.807617,1.708984,1.831055,13.299077
7.421000,0.008000,1.831055,2.807617,1.708984,1.831055,13.313725
7.429000,0.008000,1.892090,2.746582,1.647949,1.892090,13.328862
7.438000,0.009000,1.770020,2.746582,1.647949,1.770020,13.344792
7.446001,0.008000,1.770020,2.868652,1.586914,1.770020,13.358953
7.455000,0.009000,1.892090,2.807617,1.708984,1.892090,13.375981
7.463000,0.008000,1.770020,2.807617,1.708984,1.770020,13.390141
7.472000,0.009000,1.708984,2.807617,1.647949,1.708984,13.405522
7.480000,0.008000,1.770020,2.563477,1.708984,1.770020,13.419683
7.489000,0.009000,1.831055,2.563477,1.525879,1.831055,13.436162
7.497000,0.008000,1.831055,2.746582,1.708984,1.831055,13.450810
7.506001,0.009000,1.831055,2.624512,1.770020,1.831055,13.467290
7.514000,0.008000,1.770020,2.685547,1.708984,1.770020,13.481450
7.522000,0.008000,1.892090,2.563477,1.770020,1.892090,13.496587
7.531000,0.009000,1.892090,2.685547,1.770020,1.892090,13.513616
7.539001,0.008000,1.892090,2.746582,1.647949,1.892090,13.528752
7.548000,0.009000,1.831055,2.807617,1.770020,1.831055,13.545232
7.556000,0.008000,1.831055,2.746582,1.647949,1.831055,13.559880
7.565001,0.009000,1.831055,2.685547,1.708984,1.831055,13.576360
7.573000,0.008000,1.770020,2.807617,1.831055,1.770020,13.590520
7.582000,0.009000,1.831055,2.807617,1.708984,1.831055,13.606999
7.590000,0.008000,1.892090,2.807617,1.708984,1.892090,13.622136
7.599000,0.009000,1.708984,2.624512,1.831055,1.708984,13.637517
7.607000,0.008000,1.892090,2.746582,1.770020,1.892090,13.652654
7.616000,0.009000,1.953125,2.685547,1.647949,1.953125,13.670232
7.624001,0.008000,1.892090,2.685547,1.708984,1.892090,13.685369
7.632000,0.008000,1.831055,2.685547,1.892090,1.831055,13.700017
7.641000,0.009000,1.892090,2.807617,1.770020,1.892090,13.717046
7.649000,0.008000,1.770020,2.807617,1.647949,1.770020,13.731206
7.658000,0.009000,1.708984,2.807617,1.708984,1.708984,13.746587
7.666000,0.008000,1.831055,2.807617,1.708984,1.831055,13.761235
7.675000,0.009000,1.892090,2.746582,1.647949,1.892090,13.778264
7.683001,0.008000,1.892090,2.624512,1.647949,1.892090,13.793401
7.843000,0.160031,1.708984,2.685547,1.647949,1.708984,14.066892
7.852000,0.008969,1.770020,2.746582,1.586914,1.770020,14.082767
7.861001,0.009000,1.770020,2.807617,1.586914,1.770020,14.098697
7.869000,0.008000,1.770020,2.685547,1.708984,1.770020,14.112857
7.878000,0.009000,1.831055,2.746582,1.770020,1.831055,14.129336
7.886000,0.008000,1.831055,2.746582,1.708984,1.831055,14.143985
7.895000,0.009000,1.708984,2.868652,1.647949,1.708984,14.159366
7.903000,0.008000,1.770020,2.868652,1.647949,1.770020,14.173526
7.911000,0.008000,1.831055,2.685547,1.770020,1.831055,14.188174
7.920001,0.009000,1.831055,2.746582,1.708984,1.831055,14.204654
7.928000,0.008000,1.770020,2.746582,1.770020,1.770020,14.218814
7.937000,0.009000,1.831055,2.685547,1.770020,1.831055,14.235293
7.945000,0.008000,1.892090,2.685547,1.831055,1.892090,14.250430
7.954000,0.009000,1.831055,2.563477,1.770020,1.831055,14.266910
7.962000,0.008000,1.831055,2.685547,1.708984,1.831055,14.281558
7.971000,0.009000,1.770020,2.685547,1.647949,1.770020,14.297488
7.979001,0.008000,1.892090,2.868652,1.708984,1.892090,14.312625
7.988000,0.009000,1.770020,2.807617,1.831055,1.770020,14.328555
7.996000,0.008000,1.770020,2.807617,1.647949,1.770020,14.342715
8.004001,0.008000,1.831055,2.807617,1.647949,1.831055,14.357364
8.013000,0.009000,1.770020,2.746582,1.708984,1.770020,14.373294
8.021000,0.008000,1.770020,2.746582,1.708984,1.770020,14.387454
8.030001,0.009000,1.831055,2.624512,1.831055,1.831055,14.403934
8.038000,0.008000,1.892090,2.685547,1.770020,1.892090,14.419070
8.047000,0.009000,1.892090,2.624512,1.708984,1.892090,14.436099
8.055000,0.008000,1.770020,2.685547,1.708984,1.770020,14.450259
8.064000,0.009000,1.892090,2.563477,1.647949,1.892090,14.467288
8.072001,0.008000,2.075195,2.624512,1.708984,2.075195,14.483890
8.081000,0.009000,1.892090,2.868652,1.708984,1.892090,14.500918
8.089001,0.008000,1.892090,2.868652,1.708984,1.892090,14.516055
8.097000,0.008000,1.892090,2.807617,1.647949,1.892090,14.531192
8.106000,0.009000,1.831055,2.685547,1.647949,1.831055,14.547671
8.114000,0.008000,1.831055,2.807617,1.464844,1.831055,14.562320
8.123000,0.009000,1.770020,2.624512,1.586914,1.770020,14.578250
8.131001,0.008000,1.953125,2.624512,1.586914,1.953125,14.593875
8.140000,0.009000,1.953125,2.685547,1.770020,1.953125,14.611453
