
--- CSV DUMP START ---
time_s,dt_s,gx_deg_s,gy_deg_s,gz_deg_s,omega_roll_deg_s,roll_gyro_deg
8.148001,0.008000,1.892090,2.807617,1.770020,1.892090,14.626590
8.157001,0.009000,1.770020,2.807617,1.647949,1.770020,14.642520
8.165000,0.008000,1.892090,2.746582,1.647949,1.892090,14.657657
8.174001,0.009000,1.892090,2.746582,1.586914,1.892090,14.674685
8.182000,0.008000,1.770020,2.685547,1.647949,1.770020,14.688846
8.191000,0.009000,1.770020,2.868652,1.708984,1.770020,14.704776
8.199000,0.008000,1.770020,2.624512,1.647949,1.770020,14.718936
8.207001,0.008000,1.770020,2.746582,1.708984,1.770020,14.733096
8.216001,0.009000,1.892090,2.685547,1.647949,1.892090,14.750125
8.224000,0.008000,1.892090,2.746582,1.647949,1.892090,14.765262
8.233001,0.009000,1.770020,2.746582,1.647949,1.770020,14.781192
8.241000,0.008000,1.831055,2.807617,1.647949,1.831055,14.795840
8.250000,0.009000,1.770020,2.746582,1.708984,1.770020,14.811770
8.258000,0.008000,1.708984,2.685547,1.708984,1.708984,14.825442
8.377001,0.119029,1.770020,2.624512,1.647949,1.770020,15.036126
8.385000,0.007971,1.831055,2.685547,1.770020,1.831055,15.050721
8.393001,0.008000,1.831055,2.746582,1.708984,1.831055,15.065370
8.402000,0.009000,1.831055,2.746582,1.647949,1.831055,15.081849
8.410001,0.008000,1.770020,2.746582,1.708984,1.770020,15.096009
8.419001,0.009000,1.770020,2.868652,1.708984,1.770020,15.111939
8.427000,0.008000,1.770020,2.746582,1.708984,1.770020,15.126100
8.436001,0.009000,1.831055,2.624512,1.647949,1.831055,15.142579
8.444000,0.008000,1.831055,2.746582,1.708984,1.831055,15.157228
8.453000,0.009000,1.831055,2.746582,1.770020,1.831055,15.173707
8.461000,0.008000,1.770020,2.624512,1.708984,1.770020,15.187867
8.470000,0.009000,1.831055,2.746582,1.831055,1.831055,15.204347
8.478001,0.008000,1.892090,2.685547,1.708984,1.892090,15.219483
8.486000,0.008000,1.831055,2.624512,1.647949,1.831055,15.234132
8.495001,0.009000,1.831055,2.685547,1.647949,1.831055,15.250611
8.503000,0.008000,1.892090,2.746582,1.647949,1.892090,15.265748
8.512000,0.009000,1.892090,2.685547,1.647949,1.892090,15.282777
8.520000,0.008000,1.953125,2.746582,1.647949,1.953125,15.298402
8.529000,0.009000,1.770020,2.746582,1.647949,1.770020,15.314332
8.537001,0.008000,1.770020,2.746582,1.647949,1.770020,15.328492
8.546000,0.009000,1.770020,2.868652,1.708984,1.770020,15.344422
8.554001,0.008000,1.708984,2.807617,1.708984,1.708984,15.358094
8.563001,0.009000,1.831055,2.685547,1.708984,1.831055,15.374574
8.571000,0.008000,1.770020,2.563477,1.586914,1.770020,15.388734
8.579000,0.008000,1.770020,2.624512,1.647949,1.770020,15.402894
8.588000,0.009000,1.831055,2.624512,1.647949,1.831055,15.419374
8.596001,0.008000,1.892090,2.868652,1.708984,1.892090,15.434510
8.605000,0.009000,1.892090,2.746582,1.647949,1.892090,15.451539
8.613001,0.008000,1.892090,2.685547,1.708984,1.892090,15.466676
8.622001,0.009000,1.770020,2.746582,1.770020,1.770020,15.482606
8.630000,0.008000,1.770020,2.807617,1.831055,1.770020,15.496766
8.639000,0.009000,1.708984,2.624512,1.708984,1.708984,15.512147
8.647000,0.008000,1.770020,2.441406,1.647949,1.770020,15.526307
8.656000,0.009000,1.831055,2.746582,1.647949,1.831055,15.542787
8.664001,0.008000,1.831055,2.685547,1.586914,1.831055,15.557435
8.673000,0.009000,1.831055,2.685547,1.586914,1.831055,15.573915
8.681001,0.008000,1.770020,2.746582,1.586914,1.770020,15.588075
8.689000,0.008000,1.831055,2.807617,1.525879,1.831055,15.602723
8.698000,0.009000,1.953125,2.624512,1.586914,1.953125,15.620301
8.706000,0.008000,1.708984,2.563477,1.586914,1.708984,15.633973
8.715000,0.009000,1.831055,2.502441,1.586914,1.831055,15.650453
8.723001,0.008000,1.892090,2.746582,1.647949,1.892090,15.665589
8.732000,0.009000,1.892090,2.746582,1.708984,1.892090,15.682618
8.740001,0.008000,1.831055,2.746582,1.708984,1.831055,15.697267
8.749001,0.009000,1.770020,2.746582,1.708984,1.770020,15.713197
8.757000,0.008000,1.770020,2.746582,1.708984,1.770020,15.727357
8.766001,0.009000,1.892090,2.807617,1.647949,1.892090,15.744386
8.774000,0.008000,1.892090,2.868652,1.647949,1.892090,15.759522
8.782001,0.008000,1.770020,2.746582,1.647949,1.770020,15.773683
8.791000,0.009000,1.770020,2.746582,1.708984,1.770020,15.789613
8.878000,0.087029,1.892090,2.624512,1.770020,1.892090,15.954280
8.885000,0.006975,1.831055,2.624512,1.586914,1.831055,15.967052
8.892000,0.006996,1.770020,2.624512,1.647949,1.770020,15.979435
8.901000,0.009000,1.953125,2.685547,1.708984,1.953125,15.997013
8.909000,0.008000,1.770020,2.807617,1.708984,1.770020,16.011173
8.918000,0.009000,1.831055,2.746582,1.708984,1.831055,16.027653
8.926001,0.008000,1.831055,2.624512,1.647949,1.831055,16.042301
8.935000,0.009000,1.708984,2.746582,1.647949,1.708984,16.057682
8.943001,0.008000,1.831055,2.807617,1.586914,1.831055,16.072330
8.952001,0.009000,1.831055,2.807617,1.586914,1.831055,16.088810
8.960000,0.008000,1.831055,2.868652,1.464844,1.831055,16.103458
8.968000,0.008000,1.831055,2.685547,1.708984,1.831055,16.118107
8.977000,0.009000,1.770020,2.746582,1.770020,1.770020,16.134037
8.985001,0.008000,1.831055,2.685547,1.831055,1.831055,16.148685
8.994000,0.009000,1.831055,2.685547,1.770020,1.831055,16.165165
9.002001,0.008000,1.770020,2.746582,1.770020,1.770020,16.179325
9.011001,0.009000,1.831055,2.807617,1.770020,1.831055,16.195805
9.019000,0.008000,1.770020,2.807617,1.647949,1.770020,16.209965
9.028001,0.009000,1.770020,2.746582,1.770020,1.770020,16.225895
9.036000,0.008000,1.831055,2.624512,1.708984,1.831055,16.240543
9.045000,0.009000,1.892090,2.746582,1.831055,1.892090,16.257572
9.053000,0.008000,1.831055,2.624512,1.708984,1.831055,16.272221
9.061001,0.008000,1.892090,2.624512,1.647949,1.892090,16.287357
9.070001,0.009000,1.770020,2.563477,1.708984,1.770020,16.303288
9.078000,0.008000,1.770020,2.563477,1.708984,1.770020,16.317448
9.087001,0.009000,1.831055,2.685547,1.647949,1.831055,16.333927
9.095000,0.008000,1.770020,2.563477,1.647949,1.770020,16.348087
9.104000,0.009000,1.770020,2.502441,1.831055,1.770020,16.364017
9.112000,0.008000,1.831055,2.685547,1.708984,1.831055,16.378666
9.121000,0.009000,1.770020,2.746582,1.708984,1.770020,16.394596
9.129001,0.008000,1.831055,2.746582,1.770020,1.831055,16.409245
9.138000,0.009000,1.831055,2.624512,1.708984,1.831055,16.425724
9.146001,0.008000,1.831055,2.746582,1.892090,1.831055,16.440372
9.154000,0.008000,1.708984,2.685547,1.647949,1.708984,16.454044
9.163000,0.009000,1.708984,2.746582,1.770020,1.708984,16.469425
9.171000,0.008000,1.770020,2.868652,1.770020,1.770020,16.483585
9.180000,0.009000,1.831055,2.868652,1.586914,1.831055,16.500065
9.188001,0.008000,1.831055,2.807617,1.770020,1.831055,16.514713
9.197001,0.009000,1.892090,2.685547,1.831055,1.892090,16.531742
9.205001,0.008000,1.770020,2.746582,1.647949,1.770020,16.545902
9.214001,0.009000,1.831055,2.746582,1.647949,1.831055,16.562382
9.222000,0.008000,1.892090,2.868652,1.586914,1.892090,16.577518
9.231001,0.009000,1.770020,2.929688,1.708984,1.770020,16.593449
9.239000,0.008000,1.831055,2.868652,1.708984,1.831055,16.608097
9.248000,0.009000,1.831055,2.685547,1.647949,1.831055,16.624577
9.256001,0.008000,1.831055,2.685547,1.770020,1.831055,16.639225
9.264001,0.008000,1.892090,2.807617,1.770020,1.892090,16.654362
9.273001,0.009000,1.831055,2.929688,1.831055,1.831055,16.670841
9.281000,0.008000,1.831055,2.990723,1.708984,1.831055,16.685490
9.290001,0.009000,1.770020,2.807617,1.770020,1.770020,16.701420
9.411000,0.121029,1.892090,2.868652,1.708984,1.892090,16.930418
9.418000,0.006975,1.953125,2.807617,1.647949,1.953125,16.944040
9.425000,0.006996,1.892090,2.746582,1.647949,1.892090,16.957277
9.434000,0.009000,1.892090,2.685547,1.708984,1.892090,16.974306
9.442000,0.008000,1.770020,2.746582,1.708984,1.770020,16.988466
9.450001,0.008000,1.831055,2.624512,1.708984,1.831055,17.003115
9.459001,0.009000,1.831055,2.685547,1.708984,1.831055,17.019594
9.467000,0.008000,1.831055,2.746582,1.770020,1.831055,17.034243
9.476001,0.009000,1.770020,2.868652,1.708984,1.770020,17.050173
9.484000,0.008000,1.831055,2.868652,1.708984,1.831055,17.064821
9.493000,0.009000,1.892090,2.624512,1.647949,1.892090,17.081850
9.501000,0.008000,1.708984,2.746582,1.586914,1.708984,17.095522
9.510000,0.009000,1.770020,2.807617,1.647949,1.770020,17.111452
9.518001,0.008000,1.831055,2.807617,1.831055,1.831055,17.126101
9.527000,0.009000,1.708984,2.685547,1.831055,1.708984,17.141481
9.535001,0.008000,1.708984,2.746582,1.708984,1.708984,17.155153
9.543000,0.008000,1.770020,2.807617,1.647949,1.770020,17.169313
9.552000,0.009000,1.708984,2.807617,1.708984,1.708984,17.184694
9.560000,0.008000,1.892090,2.868652,1.708984,1.892090,17.199831
9.569000,0.009000,1.831055,2.929688,1.770020,1.831055,17.216311
9.577001,0.008000,1.831055,2.868652,1.647949,1.831055,17.230959
9.586000,0.009000,1.770020,2.868652,1.770020,1.770020,17.246889
9.594001,0.008000,1.831055,2.807617,1.831055,1.831055,17.261538
9.603001,0.009000,1.831055,2.868652,1.770020,1.831055,17.278017
9.611000,0.008000,1.892090,2.807617,1.647949,1.892090,17.293154
9.620001,0.009000,1.831055,2.746582,1.708984,1.831055,17.309633
9.628000,0.008000,1.892090,2.807617,1.708984,1.892090,17.324770
9.636001,0.008000,1.770020,2.868652,1.708984,1.770020,17.338930
9.645000,0.009000,1.831055,2.746582,1.525879,1.831055,17.355410
9.653001,0.008000,1.831055,2.685547,1.708984,1.831055,17.370058
9.662001,0.009000,1.892090,2.868652,1.770020,1.892090,17.387087
9.670000,0.008000,1.770020,2.929688,1.586914,1.770020,17.401247
9.679001,0.009000,1.831055,2.868652,1.647949,1.831055,17.417727
9.687000,0.008000,1.770020,2.685547,1.647949,1.770020,17.431887
9.696000,0.009000,1.831055,2.807617,1.770020,1.831055,17.448366
9.704000,0.008000,1.770020,2.929688,1.708984,1.770020,17.462526
9.713000,0.009000,1.708984,2.746582,1.831055,1.708984,17.477907
9.721001,0.008000,1.831055,2.685547,1.708984,1.831055,17.492556
9.729000,0.008000,1.892090,2.807617,1.708984,1.892090,17.507692
9.738001,0.009000,1.770020,2.624512,1.770020,1.770020,17.523623
9.746000,0.008000,1.770020,2.624512,1.708984,1.770020,17.537783
9.755000,0.009000,1.770020,2.868652,1.770020,1.770020,17.553713
9.763000,0.008000,1.770020,2.746582,1.586914,1.770020,17.567873
9.772000,0.009000,1.770020,2.807617,1.770020,1.770020,17.583803
9.780001,0.008000,1.953125,2.807617,1.770020,1.953125,17.599428
9.789001,0.009000,1.831055,2.807617,1.831055,1.831055,17.615908
9.797001,0.008000,1.708984,2.685547,1.647949,1.708984,17.629580
9.806001,0.009000,1.770020,2.685547,1.708984,1.770020,17.645510
9.814000,0.008000,1.770020,2.624512,1.708984,1.770020,17.659670
9.823001,0.009000,1.708984,2.746582,1.770020,1.708984,17.675051
9.942000,0.119029,1.831055,2.685547,1.770020,1.831055,17.893000
9.949000,0.006975,1.708984,2.746582,1.708984,1.708984,17.904921
9.958000,0.008996,1.892090,2.563477,1.708984,1.892090,17.921942
9.966001,0.008000,1.831055,2.685547,1.708984,1.831055,17.936590
9.975000,0.009000,1.831055,2.807617,1.708984,1.831055,17.953070
9.983001,0.008000,1.831055,2.685547,1.831055,1.831055,17.967718
9.992001,0.009000,1.770020,2.990723,1.708984,1.770020,17.983648
10.000000,0.008000,1.831055,2.868652,1.770020,1.831055,17.998297
10.009001,0.009000,1.831055,2.624512,1.708984,1.831055,18.014776
10.017000,0.008000,1.831055,2.746582,1.647949,1.831055,18.029425
10.025001,0.008000,1.831055,2.929688,1.708984,1.831055,18.044073
10.034000,0.009000,1.831055,2.807617,1.525879,1.831055,18.060553
10.042001,0.008000,1.831055,2.746582,1.708984,1.831055,18.075201
10.051001,0.009000,1.831055,2.746582,1.586914,1.831055,18.091681
10.059000,0.008000,1.831055,2.746582,1.586914,1.831055,18.106329
10.068001,0.009000,1.892090,2.868652,1.586914,1.892090,18.123358
10.076000,0.008000,1.831055,2.746582,1.770020,1.831055,18.138006
10.085000,0.009000,1.892090,2.624512,1.647949,1.892090,18.155035
10.093000,0.008000,1.770020,2.807617,1.647949,1.770020,18.169195
10.102000,0.009000,1.892090,2.807617,1.647949,1.892090,18.186224
10.110001,0.008000,1.831055,2.746582,1.647949,1.831055,18.200872
10.118000,0.008000,1.831055,2.685547,1.770020,1.831055,18.215521
10.127001,0.009000,1.831055,2.685547,1.708984,1.831055,18.232000
10.135000,0.008000,1.708984,2.685547,1.647949,1.708984,18.245672
10.144000,0.009000,1.708984,2.685547,1.708984,1.708984,18.261053
10.152000,0.008000,1.770020,2.807617,1.647949,1.770020,18.275213
10.161000,0.009000,1.831055,2.807617,1.708984,1.831055,18.291693
10.169001,0.008000,1.831055,2.685547,1.770020,1.831055,18.306341
10.178000,0.009000,1.831055,2.685547,1.708984,1.831055,18.322821
10.186001,0.008000,1.831055,2.685547,1.647949,1.831055,18.337469
10.195001,0.009000,1.770020,2.685547,1.831055,1.770020,18.353399
10.203000,0.008000,1.770020,2.746582,1.586914,1.770020,18.367559
10.211000,0.008000,1.831055,2.807617,1.647949,1.831055,18.382208
10.220000,0.009000,1.892090,2.807617,1.708984,1.892090,18.399237
10.228001,0.008000,1.770020,2.807617,1.647949,1.770020,18.413397
10.237000,0.009000,1.770020,2.868652,1.525879,1.770020,18.429327
10.245001,0.008000,1.708984,2.807617,1.586914,1.708984,18.442999
10.254001,0.009000,1.770020,2.746582,1.708984,1.770020,18.458929
10.262000,0.008000,1.831055,2.746582,1.647949,1.831055,18.473577
10.271001,0.009000,1.831055,2.685547,1.708984,1.831055,18.490057
10.279000,0.008000,1.892090,2.807617,1.586914,1.892090,18.505194
10.288000,0.009000,1.892090,2.807617,1.647949,1.892090,18.522223
10.296000,0.008000,1.892090,2.746582,1.708984,1.892090,18.537359
10.304001,0.008000,1.831055,2.746582,1.525879,1.831055,18.552008
10.313001,0.009000,1.770020,2.746582,1.647949,1.770020,18.567938
10.321000,0.008000,1.831055,2.929688,1.647949,1.831055,18.582586
10.330001,0.009000,1.831055,2.685547,1.708984,1.831055,18.599066
10.338000,0.008000,1.831055,2.685547,1.831055,1.831055,18.613714
10.347000,0.009000,1.831055,2.746582,1.831055,1.831055,18.630194
10.355000,0.008000,1.831055,2.868652,1.770020,1.831055,18.644842
10.474001,0.119029,2.014160,2.807617,1.708984,2.014160,18.884586
10.482000,0.007971,1.953125,2.807617,1.708984,1.953125,18.900154
10.491000,0.009000,1.892090,2.746582,1.586914,1.892090,18.917183
10.499001,0.008000,1.892090,2.685547,1.586914,1.892090,18.932320
10.507001,0.008000,1.953125,2.807617,1.586914,1.953125,18.947945
10.516001,0.009000,1.770020,2.807617,1.770020,1.770020,18.963875
10.524000,0.008000,1.831055,2.624512,1.770020,1.831055,18.978523
10.533001,0.009000,1.770020,2.685547,1.586914,1.770020,18.994453
10.541000,0.008000,1.892090,2.685547,1.708984,1.892090,19.009590
10.550000,0.009000,1.831055,2.746582,1.770020,1.831055,19.026070
10.558001,0.008000,1.892090,2.685547,1.586914,1.892090,19.041206
10.567000,0.009000,1.953125,2.624512,1.770020,1.953125,19.058784
10.575001,0.008000,1.892090,2.746582,1.770020,1.892090,19.073921
10.584001,0.009000,1.892090,2.746582,1.708984,1.892090,19.090950
10.592001,0.008000,1.831055,2.746582,1.708984,1.831055,19.105598
10.600000,0.008000,1.892090,2.868652,1.770020,1.892090,19.120735
10.609000,0.009000,1.831055,2.807617,1.708984,1.831055,19.137215
10.617001,0.008000,1.770020,2.624512,1.770020,1.770020,19.151375
10.626000,0.009000,1.892090,2.685547,1.831055,1.892090,19.168404
10.634001,0.008000,1.831055,2.624512,1.831055,1.831055,19.183052
10.643001,0.009000,1.770020,2.685547,1.831055,1.770020,19.198982
10.651001,0.008000,1.831055,2.685547,1.647949,1.831055,19.213631
10.660001,0.009000,1.708984,2.746582,1.525879,1.708984,19.229012
10.668000,0.008000,1.770020,2.807617,1.403809,1.770020,19.243172
10.677000,0.009000,1.770020,2.807617,1.770020,1.770020,19.259102
10.685000,0.008000,1.831055,2.807617,1.953125,1.831055,19.273750
10.693001,0.008000,1.831055,2.807617,1.770020,1.831055,19.288399
10.702001,0.009000,1.831055,2.746582,1.708984,1.831055,19.304878
10.710000,0.008000,1.892090,2.685547,1.586914,1.892090,19.320015
10.719001,0.009000,1.770020,2.746582,1.708984,1.770020,19.335945
10.727000,0.008000,1.892090,2.685547,1.708984,1.892090,19.351082
10.736000,0.009000,1.892090,2.624512,1.708984,1.892090,19.368111
10.744000,0.008000,1.953125,2.746582,1.770020,1.953125,19.383736
10.753000,0.009000,1.892090,2.807617,1.831055,1.892090,19.400764
10.761001,0.008000,1.770020,2.685547,1.708984,1.770020,19.414925
10.770000,0.009000,1.892090,2.502441,1.708984,1.892090,19.431953
10.778001,0.008000,1.892090,2.685547,1.831055,1.892090,19.447090
10.786000,0.008000,1.831055,2.807617,1.831055,1.831055,19.461739
10.795000,0.009000,1.892090,2.807617,1.831055,1.892090,19.478767
10.803000,0.008000,1.953125,2.929688,1.708984,1.953125,19.494392
10.812000,0.009000,1.770020,2.746582,1.770020,1.770020,19.510323
10.820001,0.008000,1.953125,2.807617,1.770020,1.953125,19.525948
10.829000,0.009000,1.953125,2.807617,1.770020,1.953125,19.543526
10.837001,0.008000,2.014160,2.807617,1.647949,2.014160,19.559639
10.846001,0.009000,1.953125,2.990723,1.831055,1.953125,19.577217
10.854000,0.008000,1.892090,2.807617,1.770020,1.892090,19.592354
10.863001,0.009000,1.770020,2.807617,1.708984,1.770020,19.608284
10.871000,0.008000,1.831055,2.868652,1.586914,1.831055,19.622932
10.879001,0.008000,1.831055,2.746582,1.708984,1.831055,19.637581
10.888000,0.009000,1.831055,2.746582,1.770020,1.831055,19.654060
11.007001,0.119029,1.770020,2.807617,1.708984,1.770020,19.864744
11.015000,0.007971,1.831055,2.746582,1.770020,1.831055,19.879339
11.023001,0.008000,1.892090,2.746582,1.770020,1.892090,19.894476
11.032001,0.009000,1.831055,2.807617,1.586914,1.831055,19.910955
11.040001,0.008000,1.770020,2.746582,1.708984,1.770020,19.925116
11.049001,0.009000,1.647949,2.746582,1.647949,1.647949,19.939947
11.057000,0.008000,1.831055,2.746582,1.647949,1.831055,19.954596
11.066001,0.009000,1.892090,2.746582,1.647949,1.892090,19.971624
11.074000,0.008000,1.770020,2.807617,1.831055,1.770020,19.985785
11.082001,0.008000,1.708984,2.807617,1.770020,1.708984,19.999456
11.091001,0.009000,1.708984,2.746582,1.708984,1.708984,20.014837
11.099001,0.008000,1.953125,2.868652,1.708984,1.953125,20.030462
11.108001,0.009000,1.953125,2.746582,1.708984,1.953125,20.048040
11.116000,0.008000,1.892090,2.746582,1.831055,1.892090,20.063177
11.125001,0.009000,1.708984,2.807617,1.586914,1.708984,20.078558
11.133000,0.008000,1.831055,2.807617,1.647949,1.831055,20.093206
11.142000,0.009000,1.770020,2.868652,1.770020,1.770020,20.109137
11.150001,0.008000,1.770020,2.929688,1.831055,1.770020,20.123297
11.159000,0.009000,1.831055,2.746582,1.770020,1.831055,20.139776
11.167001,0.008000,1.708984,2.807617,1.586914,1.708984,20.153448
11.175000,0.008000,1.770020,2.868652,1.647949,1.770020,20.167608
11.184001,0.009000,1.831055,2.807617,1.708984,1.831055,20.184088
11.192000,0.008000,1.831055,2.868652,1.770020,1.831055,20.198736
11.201000,0.009000,1.770020,2.746582,1.647949,1.770020,20.214666
11.209001,0.008000,1.708984,2.746582,1.708984,1.708984,20.228338
11.218000,0.009000,1.831055,2.868652,1.586914,1.831055,20.244818
11.226001,0.008000,1.831055,2.807617,1.525879,1.831055,20.259466
11.235001,0.009000,1.708984,2.807617,1.647949,1.708984,20.274847
11.243001,0.008000,1.770020,2.746582,1.770020,1.770020,20.289007
11.252001,0.009000,1.831055,2.624512,1.770020,1.831055,20.305487
11.260000,0.008000,1.892090,2.685547,1.586914,1.892090,20.320623
11.268001,0.008000,1.892090,2.807617,1.647949,1.892090,20.335760
11.277000,0.009000,1.770020,2.807617,1.647949,1.770020,20.351690
11.285001,0.008000,1.770020,2.746582,1.708984,1.770020,20.365850
11.294001,0.009000,1.770020,2.807617,1.831055,1.770020,20.381781
11.302001,0.008000,1.831055,2.746582,1.770020,1.831055,20.396429
11.311001,0.009000,1.831055,2.868652,1.708984,1.831055,20.412909
11.319000,0.008000,1.831055,2.807617,1.770020,1.831055,20.427557
11.328000,0.009000,1.892090,2.807617,1.708984,1.892090,20.444586
11.336000,0.008000,1.770020,2.868652,1.770020,1.770020,20.458746
11.345000,0.009000,1.892090,2.929688,1.647949,1.892090,20.475775
11.353001,0.008000,1.831055,2.868652,1.708984,1.831055,20.490423
11.361001,0.008000,1.892090,2.746582,1.708984,1.892090,20.505560
11.370001,0.009000,1.953125,2.868652,1.586914,1.953125,20.523138
11.378000,0.008000,1.770020,2.685547,1.647949,1.770020,20.537298
11.387000,0.009000,1.708984,2.807617,1.708984,1.708984,20.552679
11.395000,0.008000,1.770020,2.746582,1.708984,1.770020,20.566839
11.404000,0.009000,1.770020,2.746582,1.647949,1.770020,20.582769
11.412001,0.008000,1.770020,2.807617,1.770020,1.770020,20.596930
11.421000,0.009000,1.831055,2.624512,1.647949,1.831055,20.613409
11.540001,0.119028,1.831055,2.807617,1.586914,1.831055,20.831356
11.548000,0.007972,1.892090,2.868652,1.647949,1.892090,20.846439
11.556001,0.008000,1.892090,2.807617,1.770020,1.892090,20.861576
11.564000,0.008000,1.892090,2.807617,1.647949,1.892090,20.876713
11.573001,0.009000,1.831055,2.868652,1.647949,1.831055,20.893192
11.581000,0.008000,1.831055,2.807617,1.770020,1.831055,20.907841
11.590000,0.009000,1.708984,2.746582,1.892090,1.708984,20.923222
11.598001,0.008000,1.831055,2.807617,1.708984,1.831055,20.937870
11.607000,0.009000,1.892090,2.746582,1.708984,1.892090,20.954899
11.615001,0.008000,1.770020,2.563477,1.647949,1.770020,20.969059
11.624001,0.009000,1.831055,2.746582,1.708984,1.831055,20.985538
11.632001,0.008000,1.831055,2.868652,1.708984,1.831055,21.000187
11.641001,0.009000,1.708984,2.685547,1.708984,1.708984,21.015568
11.649000,0.008000,1.647949,2.746582,1.708984,1.647949,21.028751
11.657001,0.008000,1.892090,2.685547,1.708984,1.892090,21.043888
11.666000,0.009000,1.831055,2.685547,1.770020,1.831055,21.060368
11.674001,0.008000,1.770020,2.807617,1.892090,1.770020,21.074528
11.683001,0.009000,1.831055,2.746582,1.770020,1.831055,21.091007
11.691001,0.008000,1.892090,2.807617,1.708984,1.892090,21.106144
11.700001,0.009000,1.953125,2.868652,1.831055,1.953125,21.123722
11.708000,0.008000,1.892090,2.990723,1.831055,1.892090,21.138859
11.717001,0.009000,1.770020,2.868652,1.770020,1.770020,21.154789
11.725000,0.008000,1.892090,2.868652,1.708984,1.892090,21.169926
11.734000,0.009000,1.892090,2.685547,1.770020,1.892090,21.186954
11.742001,0.008000,1.831055,2.746582,1.708984,1.831055,21.201603
11.750001,0.008000,1.892090,2.807617,1.770020,1.892090,21.216740
11.759001,0.009000,1.831055,2.685547,1.586914,1.831055,21.233219
11.767000,0.008000,1.831055,2.746582,1.525879,1.831055,21.247868
11.776001,0.009000,1.892090,2.807617,1.586914,1.892090,21.264896
11.784000,0.008000,1.831055,2.746582,1.647949,1.831055,21.279545
11.793000,0.009000,1.708984,2.685547,1.708984,1.708984,21.294926
11.801001,0.008000,1.831055,2.929688,1.708984,1.831055,21.309574
11.810000,0.009000,1.647949,2.868652,1.708984,1.647949,21.324406
11.818001,0.008000,1.770020,2.868652,1.770020,1.770020,21.338566
11.827001,0.009000,1.770020,2.807617,1.708984,1.770020,21.354496
11.835001,0.008000,1.831055,2.746582,1.770020,1.831055,21.369144
11.843000,0.008000,1.953125,2.807617,1.770020,1.953125,21.384769
11.852000,0.009000,1.831055,2.807617,1.708984,1.831055,21.401249
11.860001,0.008000,1.892090,2.685547,1.525879,1.892090,21.416386
11.869000,0.009000,1.953125,2.807617,1.647949,1.953125,21.433964
11.877001,0.008000,1.892090,2.746582,1.770020,1.892090,21.449100
11.886001,0.009000,1.953125,2.746582,1.647949,1.953125,21.466679
11.894001,0.008000,1.831055,2.685547,1.586914,1.831055,21.481327
11.903001,0.009000,1.708984,2.807617,1.586914,1.708984,21.496708
11.911000,0.008000,1.770020,2.746582,1.647949,1.770020,21.510868
11.920001,0.009000,1.831055,2.868652,1.708984,1.831055,21.527348
11.928000,0.008000,1.770020,2.746582,1.708984,1.770020,21.541508
11.936001,0.008000,1.831055,2.685547,1.647949,1.831055,21.556156
11.945001,0.009000,1.770020,2.746582,1.831055,1.770020,21.572086
11.953001,0.008000,1.770020,2.746582,1.708984,1.770020,21.586246
12.072001,0.119029,1.831055,2.807617,1.831055,1.831055,21.804195
12.080001,0.007971,1.892090,2.685547,1.770020,1.892090,21.819277
12.089001,0.009000,1.831055,2.807617,1.831055,1.831055,21.835756
12.097000,0.008000,1.770020,2.868652,1.708984,1.770020,21.849916
12.106001,0.009000,1.831055,2.929688,1.647949,1.831055,21.866396
12.114000,0.008000,1.770020,2.929688,1.586914,1.770020,21.880556
12.123000,0.009000,1.708984,2.746582,1.770020,1.708984,21.895937
12.131001,0.008000,1.831055,2.746582,1.831055,1.831055,21.910585
12.139001,0.008000,1.831055,2.685547,1.708984,1.831055,21.925234
12.148001,0.009000,1.892090,2.807617,1.647949,1.892090,21.942263
12.156000,0.008000,1.831055,2.807617,1.831055,1.831055,21.956911
12.165001,0.009000,1.831055,2.807617,1.770020,1.831055,21.973391
12.173000,0.008000,1.770020,2.746582,1.770020,1.770020,21.987551
12.182000,0.009000,1.770020,2.807617,1.708984,1.770020,22.003481
12.190001,0.008000,1.892090,2.685547,1.708984,1.892090,22.018618
12.199000,0.009000,1.831055,2.807617,1.708984,1.831055,22.035097
12.207001,0.008000,1.831055,2.929688,1.831055,1.831055,22.049746
12.216001,0.009000,1.892090,2.868652,1.831055,1.892090,22.066774
12.224001,0.008000,1.708984,2.868652,1.770020,1.708984,22.080446
12.232000,0.008000,1.831055,2.746582,1.708984,1.831055,22.095095
12.241000,0.009000,1.831055,2.807617,1.708984,1.831055,22.111574
12.249001,0.008000,1.770020,2.868652,1.708984,1.770020,22.125734
12.258000,0.009000,1.892090,2.868652,1.770020,1.892090,22.142763
12.266001,0.008000,1.831055,2.868652,1.647949,1.831055,22.157412
12.275001,0.009000,1.770020,2.990723,1.708984,1.770020,22.173342
12.283001,0.008000,1.892090,2.807617,1.708984,1.892090,22.188478
12.292001,0.009000,1.770020,2.746582,1.647949,1.770020,22.204409
12.300000,0.008000,1.647949,2.746582,1.770020,1.647949,22.217592
12.309001,0.009000,1.770020,2.807617,1.770020,1.770020,22.233522
12.317000,0.008000,1.892090,2.929688,1.647949,1.892090,22.248659
12.325001,0.008000,1.831055,2.807617,1.647949,1.831055,22.263308
12.334001,0.009000,1.892090,2.685547,1.831055,1.892090,22.280336
12.342001,0.008000,1.831055,2.807617,1.831055,1.831055,22.294985
12.351001,0.009000,1.831055,2.807617,1.708984,1.831055,22.311464
