-0.018457,-0.030277,0.73205078,0.00060242,0.00016142
24.181002,0.021000,1.770020,2.746582,1.464844,-0.111450,0.000610,0.998169,1.770020,-0.057647,-2.507500,-0.034818,-0.036698,-0.041832,0.007013,0.73205078,0.00060242,0.00016142
24.202002,0.021000,1.831055,2.563477,1.647949,-0.112061,0.000610,0.998047,1.831055,0.003389,-2.507429,-0.034820,-0.035304,-0.036626,0.001806,0.73205078,0.00060242,0.00016142
24.223001,0.021000,1.586914,2.807617,1.464844,-0.109741,0.001221,0.997681,1.586914,-0.240752,-2.512485,-0.069683,-0.061826,-0.040360,-0.029323,0.73205078,0.00060242,0.00016142
24.244001,0.021000,1.770020,2.807617,1.647949,-0.112793,..00016142
24.706001,0.021000,1.708984,2.746582,1.586914,-0.110840,0.000732,0.997925,1.708984,-0.118682,-2.567247,-0.041795,-0.039845,-0.034520,-0.007275,0.73205078,0.00060242,0.00016142
24.727001,0.021000,1.708984,2.685547,1.647949,-0.111450,0.000854,0.999878,1.708984,-0.118682,-2.569740,-0.048663,-0.046968,-0.042338,-0.006326,0.73205078,0.00060242,0.00016142
24.748001,0.021000,1.770020,2.685547,1.647949,-0.112183,0.000854,0.999146,1.770020,-0.057647,-2.570950,-0.048695,-0.048557,-0.048179,-0.000516,0.73205078,0.00060242,0.00016142
24.769001,0.021000,1.770020,2.685547,1.525879,-0.111694,0.000732,0.997925,1.770020,-0.057647,-2.572161,-0.041791,-0.043928,-0.049767,0.007976,0.73205078,0.00060242,0.00016142
24.790001,0.021000,1.647949,2.563477,1.525879,-0.110474,0.000366,0.997803,1.647949,-0.179717,-2.575935,-0.020901,-0.028082,-0.047702,0.026801,0.73205078,0.00060242,0.00016142
24.811001,0.021000,1.708984,2.624512,1.586914,-0.113159,0.000244,0.998657,1.708984,-0.118682,-2.578428,-0.013918,-0.018381,-0.030575,0.016657,0.73205078,0.00060242,0.00016142
24.832001,0.021000,1.770020,2.624512,1.586914,-0.111816,0.001099,0.998169,1.770020,-0.057647,-2.579638,-0.062670,-0.051128,-0.019592,-0.043079,0.73205078,0.00060242,0.00016142
24.853001,0.021000,1.708984,2.624512,1.647949,-0.110352,0.000732,0.998413,1.708984,-0.118682,-2.582131,-0.041777,-0.044950,-0.053620,0.011843,0.73205078,0.00060242,0.00016142
